hhsize,children,region,tenure,hhincome,gross_pay,number_in_work,food_and_drink,tobacco_alcohol,clothing,housing_and_energy,household_goods,health,transport,communication,recreation,education,restaurants_etc,misc_goods,total_consumption,non_consumption,total_expenditure,weight
2,0,Scotland,Mortgaged,523.41,321.95,2,48.985,1.855,0,29.37,15.43,34.97,25.08,28.31,42.9403846153846,0,50.09,40.23,275.39,141.379184877824,275.957086706814,4022.0666799574474
2,1,Wales,Mortgaged,958.46,642.97,1,52.88,15.28,0,5.395,14.11,0.075,104.92,19.27,30.29,0,26.83,39.095,385.975769230769,86.9701757044297,637.558726584496,3282.282636862839
3,2,London,Rented,152.42,0,0,8.675,13.885,34.75,75.5,1.54,0,43.5,19.03,8.8,0,1.375,14.77,420.81,0,262,4576.867235883064
2,0,Eastern,Owned outright,354.904,0,0,12.835,0,0,32.29,1.89,0,2.9,4.62,0,0,0,11.73,75.47,38.3680086261021,62.9,2935.5760118704866
1,0,Scotland,Rented,176.742,0,0,15.29,16.005,4,16.69,5.975,0,1.475,5,19.11,0,0,15.185,105.065384615385,2.77774444458184,84.9756434948183,4547.185930810604
2,0,Eastern,Mortgaged,540.942,0,2,51.545,4.49,68.895,20.04,41.57,6.475,6,17.01,43.635,0,8.605,18.315,136.47,226.521431644797,526.964482439537,3161.4587384364504
5,3,East Midlands,Rented,536.91,113.3,2,24.06,8.95,2,245,18.795,0,64,14.78,114.25,0,11.89,35.045,313.385,66.8053493501916,360.904588284396,3192.83897342891
1,0,Scotland,Owned outright,87.662,0,0,28.405,2.58,0,121.08,4.45,0,21.47,4.94,13.305,0,0,8.995,177.025,97.554283621515,289.574335256605,3122.4832873311602
4,2,South East,Mortgaged,1068.4318,1177.02,2,130.825,6.235,138.22,16.15,10.035,43.435,136.07,35.77,46.76,0,48.925,99.29,612.075,588.612722351398,1840.89165377982,3188.3168217301572
1,0,Eastern,Owned outright,420.202,0,0,2.425,0,0.545,50.97,46.15,0,55.13,6.92,16.375,0,31.59,19.035,240.595,250.670253032075,541.083004096666,3420.4955827054355
1,0,South West,Owned outright,658.602,952,1,27.96,10.315,68.5,59.6,73.355,7.785,68.035,16.33,20.85,0,88.14,16.59,412.335,50.3174543638493,504.817511318226,3312.813406895313
1,0,North West,Rented,108.85,0,0,13.825,67.15,2.1,19.46,0.39,0.495,12.4,8.8,2.97,0,1.325,13.46,86.225,9.32,93.079768335197,5353.553036210044
4,2,Wales,Mortgaged,845.34,1002.68,1,129.8,2.975,173.75,50.8,4.675,0.555,1078.58,11.69,32.595,0,69.24,108.605,1076.545,513.065135785007,1883.74279525707,4509.134897455887
2,0,Northern Ireland,Mortgaged,585.73,495.23,2,42.435,10.55,42.5,11.96,1.24,1.245,15,3.69,25.235,0,46.995,11.285,231.355,118.25,324.135,1313.7475291470057
3,0,Northern Ireland,Owned outright,1185.47,0,3,71.855,10.765,63.98,22.45,3.635,0,150.16,23.99,44.42,0,188.445,41.995,527.285,188.244332233883,983.025,1185.6532100336656
2,1,West Midlands,Other,94.85,0,2,28.745,0,0,19.43,2.425,0,0.4,9.82,3.215,0,0,0.175,59.39,1.85,78.55,3220.221726256727
3,0,South East,Mortgaged,915.28,734.88,3,77.78,26.09,20.22,60.775,10.195,6.42,109.705,6.15,40.045,0,21.1,47.075,517.38,206.814974362819,656.80969692404,4429.934782068865
2,0,South East,Rented,365.52,247.32,1,89.045,12.14,11.46,61.36,7.04,0,10.5,18.9,63.84,0,0,11.695,216.175,37.5909342340997,276.331620108863,3776.271495358827
2,0,Wales,Owned outright,210.104,0,0,34.195,6.495,0,33.01,20.225,0.95,32.105,2.54,16.245,0,4.575,14.56,271.86,6.74,178.875346153846,3906.539445399185
1,0,South East,Owned outright,117.812,0,0,26.52,0,0,15.52,0,0,1.345,6.15,3.23,0,0,9.31,54.72,12.68,77.8730958828022,3964.103188570063
3,1,Eastern,Mortgaged,804.862,897.12,3,63.555,0,106.89,795.22,45.205,3.995,85.565,43.42,114.885,0,102.605,23.53,944.53,284.18712057414,1071.52497863818,4542.36396794947
3,2,Northern Ireland,Mortgaged,390.79,105,1,10.96,0,67,72.32,5.275,0,44.93,21.93,33.86,0,64.82,16.1,496.28,93.0609505714286,389.950399854081,741.3080831698604
2,0,South West,Owned outright,264.402,0,0,11.335,0,0,8.77,0,0,5,4.73,9.8,0,0.5,11.19,63.17,31.9652220016785,151.262390474207,3417.3725497643086
2,0,London,Rented,359,163.6,2,18.945,0,0,185.96,0,0,47.625,22.01,13.81,0,14.49,6.27,318.605,22.6778697370729,330.137327627656,5034.179195518442
2,0,Northern Ireland,Mortgaged,780.29,583.87,2,34.435,2.5,10.13,20.36,6.73,42.89,231.515,29.51,43.505,0,15.08,38.395,571.495,218.6475,423.832190186345,1686.5876937907271
2,0,Scotland,Owned outright,231.874,0,0,15.845,0,0,29.71,0,0,37.8,3.69,8.905,0,0,24.73,124.42,22.4537675442393,113.360384615385,5002.424196573068
4,2,South East,Mortgaged,574.9736,549.94,2,65.345,4.99,2.995,8.715,16.66,0,41.63,5.07,14.825,0,10.8,21.57,158.82,151.568843972559,525.05,3743.242298973443
2,0,Wales,Rented,142.55,162,2,29.635,20.24,48.105,64.7115384615385,1.24,2.84,0,7.675,7.415,36.54,11.4,10.895,91.13,0,246.819542028648,4058.368814865119
1,0,East Midlands,Mortgaged,291.22,340.27,1,23.705,0,0,25.42,160.515,3.645,14.585,20.08,14.37,0,19.25,58.965,289.415,80.498347726638,276.383747391983,3228.0667850048453
2,1,Wales,Rented,106.6,0,0,25.465,0,18.495,34,8.155,0,125,2.08,5.215,0,18.3,0,257.86,0,285.897378468394,3719.9069968373224
1,0,Wales,Mortgaged,240,0,1,3.215,0,17.25,18.24,1.49,0,9,6.92,36.49,0,17.735,9.385,192.335,120,225.13984582744,4432.882925165285
1,0,South West,Rented,214.242,0,0,21.345,35.8,0,123.42,8.315,0,49.5,7.15,11.95,0,15.765,18.92,388.245,17.5830963697734,239.32200988087,3653.523808640685
1,0,North East,Owned outright,345,0,0,17.09,0,22.5,9.86,5,0,15,5.6,56.85,0,6.75,19.215,232.735,19.2771105365953,168.388431859457,3853.1230899741345
2,1,Scotland,Rented,146.62,0,0,46.455,0,26,9.24,5.49,0,5.7,7.08,5.735,0,31.05,0,96.835,0,75.165,3438.3843153922235
1,0,West Midlands,Rented,109.072,11,0,17.2,1.745,0,92.47,7.575,0,15.02,4.62,3.15,0,22.085,1.4,176.235,27.7168967155018,196.165,3689.0264471154537
2,0,North West,Mortgaged,581.5388,244.89,2,37.005,39.72,12.77,19.25,7.99,0.945,147.77,18.08,23.355,0,4.75,15.86,310.575,65.9207237991664,411.317357425327,4446.34944320744
2,1,London,Rented,17.59,0,2,65.01,0,35,108.47,0,0,16.46,6.73,82.78,0,28.82,11.045,271.66,1.8,458.77,3485.329746563269
3,0,Scotland,Owned outright,1561.78,902.09,3,56.08,24.45,32.5,18.43,35.42,0,94.835,5.57,20.585,0,108.85,219,710.57,108.895044208773,670.865114951262,5367.1194913063
2,0,North East,Rented,357.32,363.47,1,44.265,17.86,28.75,62.19,59.2,0,23.43,10.62,35.58,0,31.75,23.345,355.915,16.5623873550241,363.525201104426,3774.47262838475
1,0,London,Rented,135.46,0,0,25.11,0,0,18.77,0.895,0,0,3.08,10.12,0,0.375,0,66.325,0,48.555,4548.360191196443
2,0,Eastern,Mortgaged,391.27,228.57,2,28.015,6.025,24.485,26.22,13.68,0,51.375,1.62,7.835,0,0.59,20.965,147.75,43.9408810738581,269.448024003661,3961.504825163046
2,0,Northern Ireland,Rented,150,185,2,50.12,13.81,3.24,73.0346153846154,15.9,0,31.92,8.62,31.89,0,7.9,14.33,233.906538461538,20.3902903374334,180.065423223853,1006.1662608411108
3,1,Yorkshire,Rented,251.77,0,1,47.425,29.76,36.995,50.38,1.415,0,8,7.69,68.98,0,46.115,9,272.528461538461,21.2429366201589,302.188011425356,2679.0126096908707
1,0,North East,Owned outright,201.552,0,0,6.175,0,16.315,14.39,0,0,2.725,2.49,20.175,0,0,13.5,121.845,46.0853370053631,76.4608168824029,3861.492818256356
1,0,Eastern,Rented,824.32,1160.32,1,40.865,3.745,30.235,195.82,4.195,0,73.955,27.85,114.28,0,9.01,23.85,610.195,68.0426515353805,525.4015,5033.779447301972
1,0,South West,Rented,480.17,0,1,60.49,34.55,32.4853846153846,76.7403846153846,5.91,3.3,40,6,27.455,0,34.96,22.375,352.605,15.0312761312018,326.228584972771,4056.594932154539
2,0,South East,Owned outright,198.44,0,1,70.585,0,0,13.44,6.35,3.995,17.505,8.65,24.805,0,4.165,25.205,230.785,49.5724758569987,234.63971999439,3892.448320768827
3,0,South West,Rented,360.9,0,0,26.02,30.945,16.1538461538462,38.6996153846154,25.97,0,10,14.62,26.075,0,13.825,12.14,145.104230769231,34.9079986306298,319.311713191412,3227.467162680148
1,0,South West,Owned outright,232,0,0,12.275,0,1.495,22.45,2.7,0,5,4.93,4.75,0,0,12.93,70.95,22.3710589206975,84.5495814285714,3582.118783474733
3,1,Scotland,Rented,253.36,0,0,18.545,48.135,58.965,21.67,2.305,3.655,0,6.92,21.54,0,7.815,1.57,128.485,5,254.145,2848.305979363582
4,2,North East,Mortgaged,687.42,0,1,45.465,0,0,11.4,0.345,0,64.27,4.98,26.82,0,69.21,34.685,303.07,76.9111494925839,575.776060978722,4054.3713327004575
2,0,South West,Mortgaged,865.97,586.2,2,18.13,6.49,37.495,38.43,40.42,0,53.915,4.92,55.645,0,28.44,99.73,611.815,141.992934930374,719.718626042117,3051.428041854599
1,0,London,Rented,259.62,288.97,1,22.44,22.54,0,173.65,7.77,0.53,3.7,4.42,6.61,0,16.08,2.495,249.09,38.028762576737,323.430184964275,3726.053125665462
1,0,South West,Owned outright,40.38,0,1,19.37,0,161.48,26.23,51.955,0,17.4,12.58,22.085,0,5.4,182.87,401.98,58.6947188759726,248.644524974862,3653.523808640685
2,0,South West,Owned outright,213.674,0,0,28.045,4.69,12.49,34.6,0.64,9.105,10,4.6,6.405,0,16.31,23.98,148.535,15.9709861604232,130.455986160423,2914.5642462425712
4,0,Northern Ireland,Owned outright,1110.782,150.01,4,77.7,3.795,63.98,33.86,195.96,0,107.54,15.27,58.4,0,101.19,246.97,747.34,64.1557481092906,877.030647665161,840.195798217765
3,1,Eastern,Mortgaged,860.54,1091.66,2,50.38,0,9.995,23.16,5.65,2.715,117.37,3.96,81.83,39.23,94.615,38.98,450.165,152.492073720697,511.435621756666,3433.1626043146557
2,0,London,Rented,779.8306,696.24,2,18.8,19.81,0,213.73,15.295,0,28.725,32.81,71.425,55.77,46.35,3.305,379.39,485.084918163866,955.195365308151,4044.502548606493
2,0,West Midlands,Rented,342.572,0,0,66.73,27.38,0.735,58.12,1.095,0,0,6.61,7.24,0,0,4.225,149.58,22.9731099635398,173.657999273697,4217.6684791262
1,0,North East,Owned outright,227.33,0,0,35.885,1.995,0,4.25,1.27,0.565,2.5,10.5,22.04,0,10.1,7.21,106.82,16.9672994118112,193.42317876956201,3841.280549061355
2,0,Scotland,Mortgaged,540.78,321.95,2,72.27,1.675,4.06461538461538,28.74,87.795,4.47,168.9,23.08,29.815,0,34.435,38.82,496.092692307692,93.0728226758485,573.851,3157.6111618529785
3,2,North West,Rented,173.87,0,0,18.165,0,10.99,6.04,2.835,0.24,32,4.7,7.595,0,4.75,21.985,124.325,8.12,123.65,4146.863076284933
1,0,Scotland,Owned outright,100.582,0,0,6.95,0,0,14.14,4.22,0,0.5,3.54,9.23,0,11,3.67,67.635,18.08,76.4608168824029,3895.221574020544
1,0,South East,Owned outright,28.85,0,1,13.65,0,0,13.7,1.61,0,2.3,0,0.3,0,0,0.995,56.02,0,44.515,3961.779652061883
3,1,Northern Ireland,Rented,365.41,391.28,2,46.595,21.005,25.495,75.1180769230769,8.815,0,45.25,18.92,31.4,0,3.425,12,280.37,67.1191954181808,337.937224827108,865.1300932197356
3,1,London,Owned outright,278.384,0,0,40.58,7.235,120.345,24.06,3.765,0.76,11.91,3.64,49.73,0,24.365,9.795,212.295,56.4376576467892,316.424262528371,3272.089057342995
3,2,Northern Ireland,Rented,176.6,0,0,29.15,16.75,10.99,10,11.345,0,0,10.41,9.985,0,18.85,2.04,137.555,0,194.330524789385,1451.9604749896023
1,0,Merseyside,Owned outright,111.152,0,0,17.96,0,0,21.27,9.37,0,0.7,3.76,2.7,0,0,13.54,73.245,17.9001588891362,91.4813924951938,4367.074375029818
1,0,Yorkshire,Mortgaged,536.63,695.48,1,44.085,0,35.225,69.295,35.12,1.645,14.75,15.38,51.935,0,22.995,6.28,189.49,177.858390097562,505.145253032075,4058.368814865119
4,2,West Midlands,Mortgaged,198.51,0,2,90.185,5.585,25.495,174.43,80.48,0,13,7.8,1.875,0,10.62,13.525,395.22,116.0235,381.175,4035.333323891333
4,2,Northern Ireland,Mortgaged,1048.17,1050.31,1,8.82,0,0,62.66,2.44,0,27.5,20,29.455,6.75,16.555,26.98,253.055,262.728064050084,497.324600275188,743.7565409957066
5,3,South East,Rented,436.73,412.83,2,24.815,12.15,58.93,204.52,0,0,34.18,7.11,11.52,0,12.265,46.15,297.449230769231,32.958147250699,447.9,3660.019717158263
2,0,South West,Owned outright,585.804,0,1,56.085,16.71,0,18,6.065,0,62.95,1.43,82.14,0,54.285,24.125,291.83,75.798557253886,351.2,3172.601719970397
2,0,Merseyside,Owned outright,531.892,396.44,2,49.59,19.32,30.485,47.96,1.53,7.75,117.07,6.92,85.52,0,50.69,26.535,600.81,82.0893884985688,611.647017911794,4475.655984326964
2,0,West Midlands,Owned outright,256.004,0,1,41.89,7.71,0,21.28,2.44,3.3,37.5,4.55,70.815,0,9.025,12.575,237.445,22.12,147.485807848066,3484.9799668738633
2,0,South East,Mortgaged,753.8,599.35,2,23.52,8.87,0.395,24.36,2.23,0,51.77,46.3438461538462,26.055,0,212.985,26.82,340.32,243.035248813771,718.194318406338,5059.987939743946
4,2,North East,Mortgaged,1020.6394,664.44,2,50.345,33.285,23.5,41.93,5.705,0,1.05,5.38,23.09,0,99.275,48.15,281.35,250.829706776125,708.336297173951,3133.5013475474625
1,0,South East,Owned outright,173.142,0,0,20.365,0,33.75,30.76,0.495,0,19.75,5.19,16.47,0,6.6,2.64,138.425,17.6362943005181,142.902356667645,2899.1739399086864
3,0,North West,Mortgaged,800.09,796.7,1,56.415,2.245,50.985,42.27,4.54,0.895,26.1,0.9,162.64,0,123.275,26.585,423.18,157.667544791142,571.827228002951,5881.945225585525
1,0,Northern Ireland,Mortgaged,250,300.03,1,23.75,44.17,13.4,5.54,1.69,6.395,57.705,27.24,25.99,0,2.675,17.9,202.88,51.6355359580148,306.143522285714,1620.4043797023246
2,0,Yorkshire,Mortgaged,458.11,0,1,42.46,1.74,27.5,20.1,6.27,0.13,19.1,8.15,35.415,0,100.86,15.81,272.528461538461,79.455,410.458285202838,3429.140137886479
1,0,Eastern,Rented,70,0,0,0.395,0,0,80.2,0,0,5,1.92,4.9,0,12.73,2.89,149.96,13.27,147.7,3935.6461124105103
2,1,Northern Ireland,Owned outright,590.432,717.36,1,58.095,0,15,31.7,5.675,14.195,70.93,9.08,55.49,0,7.045,186.31,1415.805,72.78,708.127,982.25632064383
2,0,South East,Owned outright,327.854,15,1,52.71,0,0,24.57,6.135,0,24,2.69,17.37,0,4.74,10.58,162.025,45.4268708203091,213.863008626102,3097.0243227950796
3,1,West Midlands,Rented,140.59,306.88,1,29.17,19.085,1.35,79.74,0.495,0,22.765,10.62,7.015,0,13.56,9.8,209.31,16.4757078354644,181.772290180687,3383.1191244660063
2,1,London,Rented,116.15,0,0,13.365,0,0,12.62,0.26,0,0,5,0.425,0,0,8.34,46.46,0,54.72,4153.358984802477
1,0,South East,Mortgaged,167.082,0,0,21.05,4.995,0.745,16.26,2.215,0.095,3.175,11.92,2.65,0,19.045,9.61,105.435,79.0664120636217,102.084798169905,3322.9320336245733
1,0,North West,Rented,256.74,0,0,11.275,1.645,0,75.4607692307692,0.51,0,15.5,4.15,5.89,0,15.38,1.94,122.286923076923,11.4529221620421,141.194810007501,5397.925088237604
2,1,Northern Ireland,Rented,343.0896,320.2,1,46.73,14.21,47.49,55,69.82,5.525,50.5,3.01,48.335,0,30.62,45.94,381.39,15.4,482.658199028433,874.099443826658
2,0,London,Mortgaged,230.79,0,1,40.45,39.415,3.5,30.53,2.005,0,10.3,14.31,37.03,0,5.07,4.85,232.49,107.650843972559,267.074036531882,3249.6032201668672
2,0,Scotland,Mortgaged,336.442,0,0,78.905,0,37.99,5.94,76.87,5.525,53.08,5.63,38.785,0,47.625,49.305,294.405,87.9393209838377,581.253884476299,2707.669559958669
1,0,Yorkshire,Owned outright,187.592,0,0,35.66,4.845,0,10.01,9.585,0,10.37,0,3.77,0,3.89,5.055,142.87,13.4664853044735,116.892692307692,3523.105953019164
1,0,South East,Rented,407.8,557.74,1,7.695,1.425,15,157.4,6.845,0,48.98,13.56,6.79,0,16.975,4.03,255.849230769231,86.9699699481865,383.159657896468,3916.008481276679
2,1,London,Rented,17.59,0,0,66.045,0,7.5,92.73,8,1.655,25.25,15,186.525,0,17.105,9.5,357.756153846154,35.7032515806949,305.077854520422,3237.7606792541055
1,0,Northern Ireland,Rented,286.19,280.31,1,1.51,0,0,84.475,30.905,0,36.25,7.39,60.93,0,23.25,19.12,212.555,8.19136269786648,197.243935078007,1289.0880610438537
1,0,Yorkshire,Owned outright,881.8224,996.53,1,30.43,10.315,49.995,91.32,1.89,0,37.125,27.23,32.595,0,96.255,42.98,436.52,58.6119255990056,580.743319118446,4979.61356397105
1,0,South East,Owned outright,171.352,0,0,22.755,0,0,19.33,0,0,0,8.92,6.995,0,0,13.99,83.485,15.5227711999192,98.4866249679475,3961.779652061883
4,2,Scotland,Mortgaged,696.8488,450.03,2,72.775,1.995,20.985,34.49,16.17,12.33,84.275,9.14,39.645,0,43.75,28.395,416.565,97.6335,476.31276706739,4785.535804877539
1,0,Northern Ireland,Rented,109.49,0,0,21.85,25,1,10,13.75,0,5.8,3.15,28.465,0,30.875,0.175,130.91,10,164.42682299331,982.25632064383
2,0,Scotland,Mortgaged,459.664,182.21,2,33.97,38.02,16.5,18.62,2.495,1.865,18.565,8.31,78.855,0,12.225,16.04,210.895,100.570723022928,313.57424476069,3422.4943237877587
5,0,Northern Ireland,Mortgaged,1003.66,636.51,4,107.88,25.445,69.98,26.01,8.45,0,164.48,3.92,80.56,0,157.505,60.285,833.55,148.73,1080.49949480711,1501.7541122029602
2,0,West Midlands,Owned outright,283.344,0,2,56.7,6.495,0.995,21.79,169.16,0.895,9,13.4,66.22,0,8.875,27.4,499.785,29.5691368510193,543.96,3348.6908093230027
2,0,South East,Mortgaged,1415.6256,931.92,2,60.545,9.775,0,26.68,32.16,0,125.15,1.94,200.17,0,78.59,88.85,631.29,148.604318713633,812.838293713814,4257.768222090297
1,0,Scotland,Mortgaged,246.51,0,1,42.015,0,37.2642307692308,16.69,0,0,399.34,8.33,12.905,0,33.85,82.885,818.19,28.1425,612.894976928946,3284.831031742802
1,0,West Midlands,Rented,163.192,0,0,24.345,0,0,61.35,15.235,0,3.825,0.01,9.08,0,1.375,4.405,119.05,3.69,142.400769230769,3837.3580196872954
3,0,North West,Rented,173.38,0,1,31.845,22.925,13.495,9.57,8.805,0,32,14.85,42.81,0,41.84,15.475,210.32,1.38,149.754229315771,7179.577904756301
1,0,Wales,Mortgaged,304.96,400,1,9.505,0,12.99,25.96,2.89,7.135,5.025,6.92,25.045,0,36.755,21.675,105.465,132.227572944274,336.480434469899,4364.850775575736
3,0,Merseyside,Owned outright,1040.714,0,3,51.225,267.015,5.76923076923077,30.23,94.91,0,6.4,7.15,115.38,0,100.175,37.27,597.115,65.4579161176987,555.234,4263.164823012567
2,0,East Midlands,Rented,592.29,433.19,2,20.85,10.39,31.5,76.77,0.85,0.45,32.5,41.695,25.76,30.77,26.15,13.67,412.99,43.6013458951818,427.36142594876,3997.707023016618
2,0,East Midlands,Rented,160.434,0,0,58.02,7.475,0,19.84,9.275,0.45,10.005,7.84,17.125,0,0,8.06,117.82,7.81,170.205,3180.8715111985043
1,0,North West,Owned outright,363.6,280.55,1,32.31,6.675,0,94.47,36.935,0,24.25,8.08,61.39,0,18.6,153.02,255.4,104.708318406952,413.509620399579,3138.073467773276
2,1,Scotland,Rented,146.62,0,0,32.865,9,0,23.08,7.865,0.745,3.2,7.84,13.89,0,25.83,3.47,132.945,5.60183019866524,253.037569739086,3293.525555450903
1,0,Northern Ireland,Owned outright,224.202,0,0,30.99,0,0,21.48,10.42,8.495,16.43,8.46,7.61,0,11.495,20.22,110.64,26.5618433521792,169.05148399138,1152.8738562835802
1,0,Yorkshire,Rented,85.562,0,0,17.94,0,0.875,12.9,8.335,0,0,2.77,2.955,0,14.95,2.495,62.535,0.961819782800117,85.9896900768647,3906.23963423685
1,0,North West,Rented,113.042,0,0,15.895,18.945,20,12.3653846153846,6.14,90,0,3.3,21.05,0,0,6.84,107.5,3.04,105.89740707741,4329.198231519802
2,0,South East,Owned outright,266.884,0,0,38.785,5.985,7.34,10.04,12.785,0,42.04,13.19,180.6,0,10.75,32.965,401.325,25.2574025131544,280.545485865405,4986.809031867396
2,0,South East,Rented,363.361,295.64,2,18.31,15.46,12,173.65,23.08,0.24,99.06,12.66,4.57,0,43.64,65.9526923076923,343.922307692308,25.5598375453468,353.797249467078,4154.733119296587
1,0,South East,Rented,80,0,0,22.71,1.32,2.25,6.04,0.3,0.08,0,6.06,10.655,0,5.42,0,58.79,0,65.98,3368.278471929762
5,3,South East,Other,406.91,480.81,1,104.025,0,46.0980769230769,52.54,666.135,28.52,40.015,21.22,103.305,0,17.325,496.53,704.835,37.3191516331704,1231.00700660661,3214.750172543871
3,0,Eastern,Mortgaged,701.83,335.55,3,70.975,0,12.5,25.54,7.23,3.585,45,17.29,27.77,0,124.84,14.02,414.31,135.70786115439,439.046607845962,4455.643589240235
3,0,London,Rented,380.79,0,1,70.31,12.075,80.17,179.59,53.065,3.495,24.46,10.85,23.64,0,35.965,22.375,371.085,30.2727903576368,511.658266333403,3831.636623339158
2,0,Wales,Owned outright,443.51,453.89,2,55.475,102.515,6,23.38,12.245,0.995,213.78,23.44,38.145,4,19.085,46.015,493.59,24.0380379031164,412.38,3874.88438350791
1,0,Yorkshire,Mortgaged,66.43,0,1,12.01,0,0,26.16,19.23,4.435,1.25,12.38,14.06,0,22.935,4.045,88.23,93.5966713400236,251.334902789589,3429.140137886479
2,0,Scotland,Mortgaged,475.48,453.26,2,33.35,0,30.75,32.78,13.46,0,3.925,20,28.605,0,50.07,21.06,229.76,74.0081627372592,398.104697703813,4112.784540831344
2,0,Scotland,Rented,57.69,0,0,48.645,0,47.485,76,0.045,0,43.5,9.86,53.09,0,10.53,14.7,259.817692307692,6.99,433.859646634496,4422.264613165448
1,0,Wales,Mortgaged,271.8068,230.79,1,10.73,7.105,25.87,45.23,2.4,3.095,4.9,14.31,12.585,0,3,5.295,95.27,107.650843972559,262.09,3760.806236234359
2,0,South West,Owned outright,557.33,0,0,73.555,36.375,34.56,27.23,44.585,0,6,16.92,356.46,0,51.77,25.335,415.895,47.838201763521504,649.106544385446,3348.815730640647
2,0,Merseyside,Mortgaged,672.5612,561.97,2,29.945,1.99,0,17.74,2.99,0,3.02,12.69,28.4873076923077,0,11.78,18.395,198.35,45.4109140016125,170.298647893548,5379.461717489649
2,0,London,Mortgaged,1731.1646,1509.73,2,39.71,21.265,0,34.88,20.28,0,92.995,15.05,19.625,0,17.77,81.51,412.805,443.877845707388,751.92784602318,3995.583360616673
3,0,London,Rented,826.6,585.1,2,64.285,53.005,72.32,177.84,6.42,4.795,121.31,14.49,40.45,0,116.29,26.85,569.605,47.19217736366,682.652895446798,8947.91410881401
4,2,South West,Rented,483.4,0,0,54.5,93.245,36,101.29,21.315,0,11.53,31,27.455,0,98.595,28.045,276.25,42.9707986403769,377.835,2470.31905643288
2,0,North West,Rented,252.354,0,0,18.545,0,0,99.48,0,0,0,8,4.83,0,0,0,152.58,11.2473179510251,124.039595349219,3721.8557693926023
2,1,South West,Rented,236.18,0,1,48.51,43.03,18.5,129.28,268.25,0,7.99,24.24,7.31,0,44.775,129.845,567.703846153846,157.654597796382,469.46570882844,2642.5355849384873
2,0,Yorkshire,Owned outright,208.294,0,0,87.355,3.55,22.6,12.67,32.645,102.995,2.1,2.92,36.97,0,5.795,10.24,232.205,39.8423636451628,187.45,3631.3627668904537
5,3,South East,Mortgaged,621.8,673.13,1,44.775,1.995,32.05,20.71,4.84,5.57,211.355,35.77,120.24,0,70.815,27.17,499.41307692307703,191.510613694666,639.321211466436,2791.716622470329
2,0,East Midlands,Rented,324.97,285,2,30.335,0,32.995,71,1.77,0,73.87,3.78,12.935,0,47.35,38.275,447.435,16.2915091487965,337.1619494374,4157.906120764775
2,0,Northern Ireland,Owned outright,512.78,0,1,109.04,63.985,71.935,22.25,19.045,0,35.925,4.8,178.29,0,27.97,23.055,449.105,26.2982715229432,360.52690707741,1467.5256711681882
4,2,London,Mortgaged,376.26,416.8,1,34.1,0,7.5,29.585,2.155,0,34.35,12.92,5.86,0,27.25,18.025,166.7,175.426511258925,274.977653772812,4805.073498957234
1,0,London,Mortgaged,134.05,0,0,20.265,0,0,15,0.38,0,0,0.48,2.25,0,0,0,42.2073076923077,18.1545,96.4365449381092,5007.146222380031
4,2,Scotland,Mortgaged,655.9,0,1,29.47,0,54.215,13.84,50.155,0,112.2,12.23,100.39,35.56,55.345,61.935,456.76,168.020512843312,771.0665,4666.885537378193
4,2,Northern Ireland,Mortgaged,438.56,470,1,36.83,0,0,17.7,2.54,0,89.655,6.23,3.62,0,0,4.65,151.03,213.866738440616,419.327,1508.000178085218
2,0,London,Rented,377.282,0,1,67.845,12.48,7.495,80.17,1.39,0,11,28.97,26.44,0,0,11.38,214.7,18.4358786236268,304.436523576299,5081.449422115388
3,1,Scotland,Mortgaged,616.2946,560.84,2,87.04,30.05,5.67,18.45,5.405,0,113.69,5.31,42.375,0,28.385,51.86,360.805,39.2248678845333,680.560088755137,5443.4464163875045
1,0,East Midlands,Rented,155.582,0,0,28.33,1.995,0,46.6776923076923,0,0,0.6,10.77,18.17,0,0,0,81.155,12.6423873550241,72.01,3242.9574060681466
3,2,Eastern,Rented,259.792,0,0,36.755,0,24.25,11.15,7.295,0,2,11.54,22.15,0,0.25,5.35,161.955,0,304.723246303909,3769.9504766859864
5,3,South West,Mortgaged,707.9476,0,1,82.905,10.34,20.995,50.14,0,0.445,4.4,4.93,79.8,0,12.775,34.685,378.565,186.329700432988,228.055157896468,3741.8681644793696
6,4,Merseyside,Rented,569.35,0,2,56.575,12.52,56.225,162.695,73.78,0,27.5,17.19,458.995,0,65.12,25.415,540.455,46.5176067737817,649.106544385446,3886.4021289947855
3,1,Scotland,Mortgaged,960.01,1109.99,2,82.3,23.57,154.123846153846,41.34,5.825,9.865,103.175,16.16,74.745,0,99.235,19.695,720.645,366.032127975651,700.948913468798,3892.673179140595
2,0,South East,Owned outright,394.964,0,0,32.085,0,22.93,244.375,148.85,0,7,7.13,21.44,0,24.9,53.37,288.165,28.26084022654,432.5748319276,3551.912808868134
3,1,North West,Mortgaged,502.63,0,2,96.65,53.55,27.0092307692308,13.1,3.845,7.995,46.985,22.38,24.515,0,30.655,19.625,354.805,96.156505655765,448.336951815991,4911.056744847399
4,0,North East,Rented,830.39,481.39,3,35.775,1,24,90.17,2.77,4.02,75.55,11.54,49.035,0,195.845,26.945,487.465,134.637610482423,534.243515384615,4845.6729271919
1,0,Northern Ireland,Owned outright,227,0,0,88.67,32.13,0,20.24,14.26,2.46,57,6.07,7.31,0,5.85,12.67,154.965,30.8922413345112,250.887878789179,1213.6605694497102
